id,DateTime,max_temp,min_temp,avg_temp,rh_max,rh_min,rh_avg,dew_max,dew_min,dew_avg,Wind_maxMS,et0
20,1/2/2019 12:00,25.3,19.5,20.5,52.7,51.8,53.55,20.3,13.5,15,8.01,5
21,1/2/2019 13:00,29.1,23.3,24.3,60.7,59.8,61.55,24.1,17.3,18.8,7.12,6.03
22,1/2/2019 14:00,29.3,23.5,24.5,65,64.1,65.85,24.3,17.5,19,6.67,5.31
23,1/2/2019 15:00,28.4,22.6,23.6,67.7,66.8,68.55,23.4,16.6,18.1,6.67,4.67
24,1/2/2019 16:00,26.9,21.1,22.1,70.7,69.8,71.55,21.9,15.1,16.6,5.78,3.58
25,1/2/2019 17:00,26.1,20.3,21.3,70.9,70,71.75,21.1,14.3,15.8,7.12,3.42
26,1/2/2019 18:00,26.2,20.4,21.4,72.7,71.8,73.55,21.2,14.4,15.9,7.56,3.28
27,1/3/2019 6:00,24.3,18.5,19.5,70.9,70,71.75,19.3,12.5,14,8.01,2.27
28,1/3/2019 7:00,27,21.2,22.2,57.7,56.8,58.55,22,15.2,16.7,7.56,5.31
29,1/3/2019 8:00,26.7,20.9,21.9,55.7,54.8,56.55,21.7,14.9,16.4,7.12,5.01
30,1/3/2019 9:00,27.3,21.5,22.5,47.8,46.9,48.65,22.3,15.5,17,7.56,6.3
31,1/3/2019 10:00,29.3,23.5,24.5,43.7,42.8,44.55,24.3,17.5,19,6.67,7.12
32,1/3/2019 11:00,29.9,24.1,25.1,45.7,44.8,46.55,24.9,18.1,19.6,7.56,7.6
33,1/3/2019 12:00,29.7,23.9,24.9,52.7,51.8,53.55,24.7,17.9,19.4,6.67,6.39
34,1/3/2019 13:00,29.9,24.1,25.1,60.7,59.8,61.55,24.9,18.1,19.6,6.67,5.92
35,1/3/2019 14:00,28.3,22.5,23.5,64.1,63.2,64.95,23.3,16.5,18,6.67,4.93
36,1/3/2019 15:00,28.7,22.9,23.9,67.7,66.8,68.55,23.7,16.9,18.4,6.67,4.67
37,1/3/2019 16:00,26.3,20.5,21.5,70.7,69.8,71.55,21.3,14.5,16,7.56,3.48
38,1/3/2019 17:00,25.7,19.9,20.9,70.7,69.8,71.55,20.7,13.9,15.4,8.01,2.93
39,1/3/2019 18:00,25.6,19.8,20.8,72.7,71.8,73.55,20.6,13.8,15.3,7.56,2.73
40,1/4/2019 7:00,26.3,20.5,21.5,57.7,56.8,58.55,21.3,14.5,16,7.12,4.81
41,1/4/2019 8:00,26.7,20.9,21.9,55,54.1,55.85,21.7,14.9,16.4,7.12,5.01
42,1/4/2019 9:00,27.3,21.5,22.5,46.7,45.8,47.55,22.3,15.5,17,7.12,6.4
43,1/4/2019 10:00,29.3,23.5,24.5,43.7,42.8,44.55,24.3,17.5,19,6.67,7.12
44,1/4/2019 11:00,29.9,24.1,25.1,45.7,44.8,46.55,24.9,18.1,19.6,7.12,7.6
45,1/4/2019 12:00,29.5,23.7,24.7,52,51.1,52.85,24.5,17.7,19.2,6.67,6.39
46,1/4/2019 13:00,29.9,24.1,25.1,60.7,59.8,61.55,24.9,18.1,19.6,7.12,6.24
47,1/4/2019 14:00,28.3,22.5,23.5,64.7,63.8,65.55,23.3,16.5,18,6.67,4.93
48,1/4/2019 15:00,28.7,22.9,23.9,67.7,66.8,68.55,23.7,16.9,18.4,7.12,4.85
49,1/4/2019 16:00,26.3,20.5,21.5,70,69.1,70.85,21.3,14.5,16,6.67,3.44
50,1/4/2019 17:00,25.7,19.9,20.9,70.7,69.8,71.55,20.7,13.9,15.4,7.56,2.94
51,1/4/2019 18:00,25.6,19.8,20.8,72.7,71.8,73.55,20.6,13.8,15.3,6.67,2.75
52,1/5/2019 6:00,25.3,19.5,20.5,69.7,68.8,70.55,20.3,13.5,15,7.56,3.04
53,1/5/2019 7:00,25.8,20,21,66.1,65.2,66.95,20.8,14,15.5,7.56,3.59
54,1/5/2019 8:00,26.2,20.4,21.4,55.7,54.8,56.55,21.2,14.4,15.9,8.01,5.2
55,1/5/2019 9:00,27.3,21.5,22.5,46,45.1,46.85,22.3,15.5,17,7.56,6.4
56,1/5/2019 10:00,29.3,23.5,24.5,43.7,42.8,44.55,24.3,17.5,19,7.56,7.6
57,1/5/2019 11:00,29.6,23.8,24.8,45.7,44.8,46.55,24.6,17.8,19.3,6.67,6.96
58,1/5/2019 12:00,30.3,24.5,25.5,52.7,51.8,53.55,25.3,18.5,20,7.12,7.24
59,1/5/2019 13:00,29.3,23.5,24.5,60.7,59.8,61.55,24.3,17.5,19,7.12,6.03
60,1/5/2019 14:00,28.8,23,24,64,63.1,64.85,23.8,17,18.5,6.67,5.13
61,1/5/2019 15:00,30.3,24.5,25.5,67.7,66.8,68.55,25.3,18.5,20,7.56,5.9
62,1/5/2019 16:00,28.6,22.8,23.8,70.7,69.8,71.55,23.6,16.8,18.3,7.56,4.56
63,1/5/2019 17:00,27.3,21.5,22.5,70,69.1,70.85,22.3,15.5,17,7.56,4.02
64,1/5/2019 18:00,27.3,21.5,22.5,72.7,71.8,73.55,22.3,15.5,17,7.12,3.83
65,1/6/2019 6:00,24.3,18.5,19.5,70.7,69.8,71.55,19.3,12.5,14,7.12,2.39
66,1/6/2019 7:00,26.3,20.5,21.5,57.7,56.8,58.55,21.3,14.5,16,7.56,4.81
67,1/6/2019 8:00,27,21.2,22.2,55,54.1,55.85,22,15.2,16.7,7.12,5.51
68,1/6/2019 9:00,27.3,21.5,22.5,46.7,45.8,47.55,22.3,15.5,17,7.56,6.4
69,1/6/2019 10:00,29.3,23.5,24.5,43.7,42.8,44.55,24.3,17.5,19,8.01,8.03
70,1/6/2019 11:00,29.9,24.1,25.1,45.7,44.8,46.55,24.9,18.1,19.6,7.12,7.6
71,1/6/2019 12:00,29.8,24,25,52,51.1,52.85,24.8,18,19.5,7.56,6.97
72,1/6/2019 13:00,29.9,24.1,25.1,60.7,59.8,61.55,24.9,18.1,19.6,7.56,6.24
73,1/6/2019 14:00,28.3,22.5,23.5,64.7,63.8,65.55,23.3,16.5,18,8.01,5.33
74,1/6/2019 15:00,28.7,22.9,23.9,67.7,66.8,68.55,23.7,16.9,18.4,7.12,4.85
75,1/6/2019 16:00,26.3,20.5,21.5,70.7,69.8,71.55,21.3,14.5,16,6.67,3.44
76,1/6/2019 17:00,25.7,19.9,20.9,70,69.1,70.85,20.7,13.9,15.4,6.67,2.94
77,1/6/2019 18:00,25.6,19.8,20.8,72.7,71.8,73.55,20.6,13.8,15.3,7.56,2.73
78,1/7/2019 6:00,24.6,18.8,19.8,69.7,68.8,70.55,19.6,12.8,14.3,7.56,2.5
79,1/7/2019 7:00,26.3,20.5,21.5,58.9,58,59.75,21.3,14.5,16,7.12,4.65
80,1/7/2019 8:00,26.7,20.9,21.9,55.7,54.8,56.55,21.7,14.9,16.4,7.56,5.01
81,1/7/2019 9:00,27.3,21.5,22.5,46.7,45.8,47.55,22.3,15.5,17,7.12,6.4
82,1/7/2019 10:00,29.2,23.4,24.4,43.7,42.8,44.55,24.2,17.4,18.9,6.67,7.12
83,1/7/2019 11:00,29.9,24.1,25.1,45.9,45,46.75,24.9,18.1,19.6,7.56,7.55
84,1/7/2019 12:00,29.6,23.8,24.8,52.7,51.8,53.55,24.6,17.8,19.3,7.56,6.77
85,1/7/2019 13:00,29.2,23.4,24.4,60.7,59.8,61.55,24.2,17.4,18.9,58.08,10.39
86,1/7/2019 14:00,28.3,22.5,23.5,65,64.1,65.85,23.3,16.5,18,7.12,5.04
87,1/7/2019 15:00,28.7,22.9,23.9,67.7,66.8,68.55,23.7,16.9,18.4,8.01,5.02
88,1/7/2019 16:00,27.1,21.3,22.3,70.7,69.8,71.55,22.1,15.3,16.8,7.12,4.02
89,1/7/2019 17:00,25.7,19.9,20.9,70,69.1,70.85,20.7,13.9,15.4,7.12,2.94
90,1/7/2019 18:00,25.6,19.8,20.8,72.7,71.8,73.55,20.6,13.8,15.3,8.01,2.7
91,1/8/2019 6:00,24.8,19,20,71.7,70.8,72.55,19.8,13,14.5,8.01,2.48
92,1/8/2019 7:00,26.3,20.5,21.5,59.7,58.8,60.55,21.3,14.5,16,6.67,4.44
93,1/8/2019 8:00,26.7,20.9,21.9,54.7,53.8,55.55,21.7,14.9,16.4,7.56,5.12
94,1/8/2019 9:00,27.3,21.5,22.5,46.7,45.8,47.55,22.3,15.5,17,7.12,6.4
95,1/8/2019 10:00,29.5,23.7,24.7,43.7,42.8,44.55,24.5,17.7,19.2,7.56,7.6
96,1/8/2019 11:00,29.9,24.1,25.1,45.7,44.8,46.55,24.9,18.1,19.6,7.56,7.6
97,1/8/2019 12:00,30,24.2,25.2,52,51.1,52.85,25,18.2,19.7,5.78,6.34
98,1/8/2019 13:00,29.9,24.1,25.1,60.7,59.8,61.55,24.9,18.1,19.6,7.56,6.24
99,1/8/2019 14:00,28.3,22.5,23.5,64.1,63.2,64.95,23.3,16.5,18,7.56,5.14
100,1/8/2019 15:00,28.7,22.9,23.9,67.7,66.8,68.55,23.7,16.9,18.4,7.56,4.85
101,1/8/2019 16:00,26.3,20.5,21.5,70.7,69.8,71.55,21.3,14.5,16,7.56,3.48
102,1/8/2019 17:00,25.7,19.9,20.9,70.7,69.8,71.55,20.7,13.9,15.4,8.01,2.93
103,1/8/2019 18:00,25.6,19.8,20.8,73.1,72.2,73.95,20.6,13.8,15.3,8.01,2.59
104,1/9/2019 6:00,24.3,18.5,19.5,69.7,68.8,70.55,19.3,12.5,14,7.12,2.5
105,1/9/2019 7:00,26.1,20.3,21.3,60.7,59.8,61.55,21.1,14.3,15.8,8.46,4.64
106,1/9/2019 8:00,26.7,20.9,21.9,55.1,54.2,55.95,21.7,14.9,16.4,7.56,5.01
107,1/9/2019 9:00,27.2,21.4,22.4,45.7,44.8,46.55,22.2,15.4,16.9,49.59,11.19
108,1/9/2019 10:00,29.3,23.5,24.5,43.7,42.8,44.55,24.3,17.5,19,6.67,7.12
109,1/9/2019 11:00,29.9,24.1,25.1,45,44.1,45.85,24.9,18.1,19.6,7.56,7.6
110,1/9/2019 12:00,29.7,23.9,24.9,52,51.1,52.85,24.7,17.9,19.4,6.67,6.39
111,1/9/2019 13:00,29.9,24.1,25.1,60.7,59.8,61.55,24.9,18.1,19.6,7.12,6.24
112,1/9/2019 14:00,29,23.2,24.2,64.7,63.8,65.55,24,17.2,18.7,8.46,5.9
113,1/9/2019 15:00,28.7,22.9,23.9,67,66.1,67.85,23.7,16.9,18.4,8.01,5.02
114,1/9/2019 16:00,26.3,20.5,21.5,70.7,69.8,71.55,21.3,14.5,16,7.56,3.48
115,1/9/2019 17:00,25.7,19.9,20.9,70.9,70,71.75,20.7,13.9,15.4,8.9,2.86
116,1/9/2019 18:00,26.2,20.4,21.4,72.7,71.8,73.55,21.2,14.4,15.9,7.56,3.28
117,1/10/2019 6:00,27.7,21.9,22.9,75.7,74.8,76.55,22.7,15.9,17.4,7.56,3.53
118,1/10/2019 7:00,28.6,22.8,23.8,60.5,59.6,61.35,23.6,16.8,18.3,8.46,5.75
119,1/10/2019 8:00,28.9,23.1,24.1,55.7,54.8,56.55,23.9,17.1,18.6,8.9,6.5
120,1/10/2019 9:00,29.3,23.5,24.5,46.03,45.13,46.88,24.3,17.5,19,7.56,7.32
121,1/10/2019 10:00,30.3,24.5,25.5,43.7,42.8,44.55,25.3,18.5,20,7.12,8.04
122,1/10/2019 11:00,30.6,24.8,25.8,46,45.1,46.85,25.6,18.8,20.3,7.56,7.78
123,1/10/2019 12:00,31.1,25.3,26.3,52.7,51.8,53.55,26.1,19.3,20.8,7.56,7.72
124,1/10/2019 13:00,29.3,23.5,24.5,61.1,60.2,61.95,24.3,17.5,19,7.56,5.94
125,1/10/2019 14:00,29.3,23.5,24.5,64.7,63.8,65.55,24.3,17.5,19,8.9,5.9
126,1/10/2019 15:00,28.6,22.8,23.8,66.04,65.14,66.89,23.6,16.8,18.3,8.01,5.12
127,1/10/2019 16:00,27.3,21.5,22.5,70.7,69.8,71.55,22.3,15.5,17,7.56,4.02
128,1/10/2019 17:00,26.9,21.1,22.1,72,71.1,72.85,21.9,15.1,16.6,7.56,3.51
129,1/10/2019 18:00,27.3,21.5,22.5,72.7,71.8,73.55,22.3,15.5,17,8.46,3.89
130,1/11/2019 6:00,24.3,18.5,19.5,72,71.1,72.85,19.3,12.5,14,8.01,2.1
131,1/11/2019 7:00,24.9,19.1,20.1,57.7,56.8,58.55,19.9,13.1,14.6,53.16,5.42
132,1/11/2019 8:00,27.3,21.5,22.5,55.7,54.8,56.55,22.3,15.5,17,8.9,5.74
133,1/11/2019 9:00,27.3,21.5,22.5,46,45.1,46.85,22.3,15.5,17,8.46,6.71
134,1/11/2019 10:00,27.2,21.4,22.4,44.7,43.8,45.55,22.2,15.4,16.9,7.56,6.59
135,1/11/2019 11:00,27.5,21.7,22.7,45.7,44.8,46.55,22.5,15.7,17.2,7.56,6.49
136,1/11/2019 12:00,28.3,22.5,23.5,52.7,51.8,53.55,23.3,16.5,18,8.46,6.59
137,1/11/2019 13:00,29.3,23.5,24.5,60.7,59.8,61.55,24.3,17.5,19,8.46,6.3
138,1/11/2019 14:00,29.8,24,25,65,64.1,65.85,24.8,18,19.5,10.25,6.47
139,1/11/2019 15:00,30.3,24.5,25.5,68.9,68,69.75,25.3,18.5,20,9.35,6.23
140,1/11/2019 16:00,30.2,24.4,25.4,70.7,69.8,71.55,25.2,18.4,19.9,8.01,5.87
141,1/11/2019 17:00,28.3,22.5,23.5,70.7,69.8,71.55,23.3,16.5,18,8.46,4.7
142,1/11/2019 18:00,27.3,21.5,22.5,73,72.1,73.85,22.3,15.5,17,8.46,3.79
143,1/12/2019 6:00,25.2,19.4,20.4,70,69.1,70.85,20.2,13.4,14.9,8.46,2.93
144,1/12/2019 7:00,25.3,19.5,20.5,57.7,56.8,58.55,20.3,13.5,15,8.01,4.43
145,1/12/2019 8:00,26.4,20.6,21.6,54.7,53.8,55.55,21.4,14.6,16.1,8.46,5.31
146,1/12/2019 9:00,25.3,19.5,20.5,46.7,45.8,47.55,20.3,13.5,15,7.56,5.46
147,1/12/2019 10:00,26.2,20.4,21.4,44.4,43.5,45.25,21.2,14.4,15.9,8.01,6.42
148,1/12/2019 11:00,26.3,20.5,21.5,45.7,44.8,46.55,21.3,14.5,16,8.46,6.31
149,1/12/2019 12:00,27.3,21.5,22.5,52.7,51.8,53.55,22.3,15.5,17,8.46,6.06
150,1/12/2019 13:00,28.8,23,24,61.4,60.5,62.25,23.8,17,18.5,7.56,5.64
151,1/12/2019 14:00,28.2,22.4,23.4,63.7,62.8,64.55,23.2,16.4,17.9,7.56,5.24
152,1/12/2019 15:00,28.3,22.5,23.5,67.7,66.8,68.55,23.3,16.5,18,7.56,4.85
153,1/12/2019 16:00,28.5,22.7,23.7,71.2,70.3,72.05,23.5,16.7,18.2,7.56,4.47
154,1/12/2019 17:00,28.3,22.5,23.5,71.7,70.8,72.55,23.3,16.5,18,7.56,4.47
155,1/12/2019 18:00,27.3,21.5,22.5,72.7,71.8,73.55,22.3,15.5,17,7.12,3.83
182,1/13/2019 6:00,24.3,18.5,19.5,69.7,68.8,70.55,19.3,12.5,14,8.01,2.46
183,1/13/2019 7:00,24.9,19.1,20.1,60.7,59.8,61.55,19.9,13.1,14.6,7.56,3.7
184,1/13/2019 8:00,27.3,21.5,22.5,55.7,54.8,56.55,22.3,15.5,17,13.82,6.63
185,1/13/2019 9:00,27.3,21.5,22.5,49.4,48.5,50.25,22.3,15.5,17,8.46,6.39
186,1/13/2019 10:00,27.2,21.4,22.4,43.7,42.8,44.55,22.2,15.4,16.9,8.46,7.03
187,1/13/2019 11:00,27.5,21.7,22.7,44.7,43.8,45.55,22.5,15.7,17.2,8.46,6.93
188,1/13/2019 12:00,28.3,22.5,23.5,52.4,51.5,53.25,23.3,16.5,18,8.9,6.59
189,1/13/2019 13:00,29.3,23.5,24.5,60.7,59.8,61.55,24.3,17.5,19,8.46,6.3
190,1/13/2019 14:00,29.8,24,25,64.7,63.8,65.55,24.8,18,19.5,8.9,6.13
191,1/13/2019 15:00,30.3,24.5,25.5,67,66.1,67.85,25.3,18.5,20,7.56,5.9
192,1/13/2019 16:00,30.2,24.4,25.4,70.3,69.4,71.15,25.2,18.4,19.9,8.46,5.87
193,1/13/2019 17:00,28.3,22.5,23.5,67.7,66.8,68.55,23.3,16.5,18,8.9,5.02
194,1/13/2019 18:00,27.3,21.5,22.5,72.7,71.8,73.55,22.3,15.5,17,8.01,3.89
195,1/14/2019 6:00,24.3,18.5,19.5,69.7,68.8,70.55,19.3,12.5,14,8.9,2.46
196,1/14/2019 7:00,24.9,19.1,20.1,57.9,57,58.75,19.9,13.1,14.6,8.9,4.05
197,1/14/2019 8:00,27.3,21.5,22.5,55.7,54.8,56.55,22.3,15.5,17,8.46,5.74
198,1/14/2019 9:00,27.3,21.5,22.5,46.3,45.4,47.15,22.3,15.5,17,8.01,6.71
199,1/14/2019 10:00,27.2,21.4,22.4,43.7,42.8,44.55,22.2,15.4,16.9,8.46,7.03
200,1/14/2019 11:00,27.5,21.7,22.7,45.7,44.8,46.55,22.5,15.7,17.2,8.9,6.82
201,1/14/2019 12:00,28.3,22.5,23.5,52.7,51.8,53.55,23.3,16.5,18,10.25,7.12
202,1/14/2019 13:00,29.3,23.5,24.5,61.3,60.4,62.15,24.3,17.5,19,10.25,6.67
203,1/14/2019 14:00,29.8,24,25,64.7,63.8,65.55,24.8,18,19.5,8.9,6.13
204,1/14/2019 15:00,30.3,24.5,25.5,68,67.1,68.85,25.3,18.5,20,8.9,6.06
205,1/14/2019 16:00,30.3,24.5,25.5,70.7,69.8,71.55,25.3,18.5,20,8.46,5.87
206,1/14/2019 17:00,31.2,25.4,26.4,69.15,68.25,70,26.2,19.4,20.9,8.46,6.54
207,1/14/2019 18:00,29.3,23.5,24.5,73.1,72.2,73.95,24.3,17.5,19,8.46,4.98
208,1/15/2019 6:00,22.8,17,18,52.675,51.775,53.525,17.8,11,12.5,8.01,3.64
209,1/15/2019 7:00,23.6,17.8,18.8,48.345,47.445,49.195,18.6,11.8,13.3,8.9,4.43
210,1/15/2019 8:00,27.3,21.5,22.5,45.455,44.555,46.305,22.3,15.5,17,7.56,6.49
211,1/15/2019 9:00,28.4,22.6,23.6,38.705,37.805,39.555,23.4,16.6,18.1,8.46,8.05
212,1/15/2019 10:00,29.1,23.3,24.3,34.675,33.775,35.525,24.1,17.3,18.8,11.59,10.24
213,1/15/2019 11:00,29.6,23.8,24.8,33.775,32.875,34.625,24.6,17.8,19.3,10.25,9.96
214,1/15/2019 12:00,29.6,23.8,24.8,34.235,33.335,35.085,24.6,17.8,19.3,8.9,8.93
215,1/15/2019 13:00,31.95,26.15,27.15,27.675,26.775,28.525,26.95,20.15,21.65,8.46,10.69
216,1/15/2019 14:00,33.3,27.5,28.5,28.675,27.775,29.525,28.3,21.5,23,8.46,11.3
217,1/15/2019 15:00,33.15,27.35,28.35,30.015,29.115,30.865,28.15,21.35,22.85,8.9,11.12
218,1/15/2019 16:00,29,23.2,24.2,55.175,54.275,56.025,24,17.2,18.7,8.46,6.81
219,1/15/2019 17:00,27.55,21.75,22.75,58.045,57.145,58.895,22.55,15.75,17.25,8.9,5.41
220,1/15/2019 18:00,25.25,19.45,20.45,59.655,58.755,60.505,20.25,13.45,14.95,9.35,4.29
221,1/16/2019 6:00,22.75,16.95,17.95,52.675,51.775,53.525,17.75,10.95,12.45,9.35,3.46
222,1/16/2019 7:00,24.35,18.55,19.55,48.345,47.445,49.195,19.35,12.55,14.05,10.69,5.24
223,1/16/2019 8:00,27.65,21.85,22.85,45.455,44.555,46.305,22.65,15.85,17.35,9.35,7.11
224,1/16/2019 9:00,28.6,22.8,23.8,38.955,38.055,39.805,23.6,16.8,18.3,8.9,7.99
225,1/16/2019 10:00,29.4,23.6,24.6,34.675,33.775,35.525,24.4,17.6,19.1,8.01,8.93
226,1/16/2019 11:00,29.6,23.8,24.8,33.775,32.875,34.625,24.6,17.8,19.3,31.26,14.76
227,1/16/2019 12:00,30.55,24.75,25.75,34.235,33.335,35.085,25.55,18.75,20.25,8.01,9.4
228,1/16/2019 13:00,32.6,26.8,27.8,27.675,26.775,28.525,27.6,20.8,22.3,8.9,10.95
229,1/16/2019 14:00,33.7,27.9,28.9,28.675,27.775,29.525,28.7,21.9,23.4,8.01,11.3
230,1/16/2019 15:00,33.85,28.05,29.05,30.015,29.115,30.865,28.85,22.05,23.55,7.56,10.55
231,1/16/2019 16:00,29.35,23.55,24.55,55.175,54.275,56.025,24.35,17.55,19.05,10.69,7.38
232,1/16/2019 17:00,27.85,22.05,23.05,58.045,57.145,58.895,22.85,16.05,17.55,8.46,5.65
233,1/16/2019 18:00,25.8,20,21,59.655,58.755,60.505,20.8,14,15.5,7.56,4.31
234,1/17/2019 6:00,22.8,17,18,52.675,51.775,53.525,17.8,11,12.5,8.01,3.64
235,1/17/2019 7:00,23.6,17.8,18.8,48.345,47.445,49.195,18.6,11.8,13.3,9.35,4.55
236,1/17/2019 8:00,27.3,21.5,22.5,45.455,44.555,46.305,22.3,15.5,17,7.56,6.49
237,1/17/2019 9:00,28.4,22.6,23.6,38.705,37.805,39.555,23.4,16.6,18.1,5.78,6.61
238,1/17/2019 10:00,29.1,23.3,24.3,34.675,33.775,35.525,24.1,17.3,18.8,7.12,8.42
239,1/17/2019 11:00,29.6,23.8,24.8,33.775,32.875,34.625,24.6,17.8,19.3,7.12,8.51
240,1/17/2019 12:00,29.6,23.8,24.8,34.235,33.335,35.085,24.6,17.8,19.3,7.56,8.42
241,1/17/2019 13:00,31.95,26.15,27.15,27.675,26.775,28.525,26.95,20.15,21.65,7.56,10
242,1/17/2019 14:00,33.3,27.5,28.5,28.675,27.775,29.525,28.3,21.5,23,4.43,7.87
243,1/17/2019 15:00,33.15,27.35,28.35,30.015,29.115,30.865,28.15,21.35,22.85,4.88,7.78
244,1/17/2019 16:00,29,23.2,24.2,55.175,54.275,56.025,24,17.2,18.7,5.78,5.75
245,1/17/2019 17:00,27.55,21.75,22.75,58.045,57.145,58.895,22.55,15.75,17.25,6.67,4.99
246,1/17/2019 18:00,25.25,19.45,20.45,59.655,58.755,60.505,20.25,13.45,14.95,7.56,4.1
247,1/18/2019 6:00,22.75,16.95,17.95,52.675,51.775,53.525,17.75,10.95,12.45,7.12,3.37
248,1/18/2019 7:00,24.35,18.55,19.55,48.345,47.445,49.195,19.35,12.55,14.05,8.9,4.95
249,1/18/2019 8:00,27.65,21.85,22.85,45.455,44.555,46.305,22.65,15.85,17.35,7.56,6.49
250,1/18/2019 9:00,28.6,22.8,23.8,38.955,38.055,39.805,23.6,16.8,18.3,10.25,8.74
251,1/18/2019 10:00,29.4,23.6,24.6,34.675,33.775,35.525,24.4,17.6,19.1,9.35,9.41
252,1/18/2019 11:00,29.8,24,25,33.775,32.875,34.625,24.8,18,19.5,8.01,9.22
253,1/18/2019 12:00,30.55,24.75,25.75,34.235,33.335,35.085,25.55,18.75,20.25,7.56,8.84
254,1/18/2019 13:00,32.6,26.8,27.8,27.675,26.775,28.525,27.6,20.8,22.3,8.01,10.95
255,1/18/2019 14:00,33.7,27.9,28.9,28.675,27.775,29.525,28.7,21.9,23.4,7.56,10.55
256,1/18/2019 15:00,33.85,28.05,29.05,30.015,29.115,30.865,28.85,22.05,23.55,8.01,11.3
257,1/18/2019 16:00,29.35,23.55,24.55,55.175,54.275,56.025,24.35,17.55,19.05,7.56,6.49
258,1/18/2019 17:00,27.85,22.05,23.05,58.045,57.145,58.895,22.85,16.05,17.55,8.46,5.65
259,1/18/2019 18:00,25.8,20,21,59.655,58.755,60.505,20.8,14,15.5,8.01,4.43
260,1/19/2019 6:00,22.8,17,18,52.675,51.775,53.525,17.8,11,12.5,8.01,3.64
261,1/19/2019 7:00,23.6,17.8,18.8,48.345,47.445,49.195,18.6,11.8,13.3,7.56,4.3
262,1/19/2019 8:00,27.3,21.5,22.5,45.455,44.555,46.305,22.3,15.5,17,7.56,6.49
263,1/19/2019 9:00,28.4,22.6,23.6,38.705,37.805,39.555,23.4,16.6,18.1,5.78,6.61
264,1/19/2019 10:00,29.1,23.3,24.3,34.675,33.775,35.525,24.1,17.3,18.8,6.67,7.85
265,1/19/2019 11:00,29.8,24,25,33.775,32.875,34.625,24.8,18,19.5,6.67,8.08
266,1/19/2019 12:00,29.8,24,25,34.235,33.335,35.085,24.8,18,19.5,5.78,7.36
267,1/19/2019 13:00,31.95,26.15,27.15,27.675,26.775,28.525,26.95,20.15,21.65,6.67,9.25
268,1/19/2019 14:00,33.3,27.5,28.5,28.675,27.775,29.525,28.3,21.5,23,8.01,11.3
269,1/19/2019 15:00,33.15,27.35,28.35,30.015,29.115,30.865,28.15,21.35,22.85,8.01,11.12
270,1/19/2019 16:00,29,23.2,24.2,55.175,54.275,56.025,24,17.2,18.7,8.01,6.81
271,1/19/2019 17:00,27.55,21.75,22.75,58.045,57.145,58.895,22.55,15.75,17.25,7.56,5.21
272,1/19/2019 18:00,25.25,19.45,20.45,59.655,58.755,60.505,20.25,13.45,14.95,8.01,4.2
273,1/20/2019 6:00,22.75,16.95,17.95,52.675,51.775,53.525,17.75,10.95,12.45,7.56,3.37
274,1/20/2019 7:00,24.35,18.55,19.55,48.345,47.445,49.195,19.35,12.55,14.05,7.12,4.78
275,1/20/2019 8:00,27.65,21.85,22.85,45.455,44.555,46.305,22.65,15.85,17.35,6.67,6.14
276,1/20/2019 9:00,28.6,22.8,23.8,38.955,38.055,39.805,23.6,16.8,18.3,7.12,7.56
